id,kode_accurate,woo_product_id,woo_sku_full,woo_name,is_active,created_at,updated_at,confidence_score,match_method,woo_variation_id,needs_review,triggered_by
4321,100823,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4322,100694,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4323,100053,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4324,100391,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4325,100344,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4326,101468,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4327,100779,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4328,100877,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4329,100724,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4330,100769,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4331,100879,0,,IGNORED,false,2026-07-08 10:06:38.842456+00,2026-07-08 10:06:38.842456+00,100,auto_ignore,,false,
4332,100878,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4333,101392,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4334,100423,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4335,101272,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4336,101007,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4337,100051,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4338,100050,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4339,100055,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4340,100045,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4341,100871,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4342,100872,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4343,100873,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4344,100233,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4345,101011,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4346,100833,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4347,100834,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4348,100835,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4349,100836,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4350,100733,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4351,101508,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4352,101507,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4353,101506,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4354,101505,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4355,100704,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4356,100735,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4357,100730,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4358,101245,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4359,2503000320,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4360,100228,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4361,100224,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4362,100702,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4363,100706,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4364,100227,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4365,100226,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4366,101229,0,,IGNORED,false,2026-07-08 10:06:39.40152+00,2026-07-08 10:06:39.40152+00,100,auto_ignore,,false,
4367,101483,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4368,101484,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4369,101485,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4370,101486,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4371,101492,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4372,101491,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4373,101490,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4374,101489,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4375,101496,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4376,101495,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4377,101494,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4378,101493,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4379,101370,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4380,101371,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4381,100455,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4382,100987,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4383,101289,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4384,101290,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4385,101476,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4386,101479,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4387,101478,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4388,100104,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4389,100866,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4390,100867,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4391,100102,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4392,100103,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4393,100158,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4394,100167,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4395,100037,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4396,100101,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4397,100099,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4398,100100,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4399,100028,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4400,101477,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4401,101482,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4402,101390,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4403,101389,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4404,101516,0,,IGNORED,false,2026-07-08 10:06:43.186767+00,2026-07-08 10:06:43.186767+00,100,auto_ignore,,false,
4405,101402,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4406,101163,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4407,100870,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4408,100321,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4409,101092,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4410,100322,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4411,100347,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4412,101093,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4413,100230,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4414,100231,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4415,101488,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4416,101470,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4417,101469,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4418,101463,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4419,101464,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4420,101434,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4421,101435,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4422,101465,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4423,101461,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4424,101462,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4425,101301,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4426,101302,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4427,101303,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4428,100034,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4429,100445,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4430,100354,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4431,100052,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4432,101223,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4433,101224,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4434,100828,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4435,100812,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4436,100817,0,,IGNORED,false,2026-07-08 10:06:43.761605+00,2026-07-08 10:06:43.761605+00,100,auto_ignore,,false,
4437,101570,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4438,101028,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4439,101029,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4440,101487,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4441,101232,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4442,101480,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4443,101481,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4444,100165,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4445,100162,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4446,100163,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4447,100164,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4448,100173,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4449,100308,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4450,100376,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4451,101085,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4452,101086,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4453,100375,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4454,100411,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4455,100655,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4456,100012,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4457,100030,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4458,100317,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4459,100316,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4460,100318,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4461,100315,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4462,100313,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4463,100314,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4464,101094,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4465,101095,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4466,101096,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4467,101097,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4468,101225,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4469,101211,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4470,100241,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4471,100242,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4472,100235,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4473,100236,0,,IGNORED,false,2026-07-08 10:06:44.577691+00,2026-07-08 10:06:44.577691+00,100,auto_ignore,,false,
4474,100237,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4475,100238,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4476,100895,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4477,100239,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4478,100240,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4479,100894,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4480,100031,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4481,100061,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4482,100062,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4483,100065,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4484,100786,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4485,100787,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4486,100788,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4487,100610,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4488,100607,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4489,100296,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4490,101087,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4491,100380,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4492,100383,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4493,100382,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4494,100381,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4495,100378,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4496,100306,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4497,100307,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4498,100346,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4499,101217,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4500,101215,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4501,101218,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4502,101219,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4503,101221,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4504,101222,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4505,101557,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4506,100122,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4507,101180,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4508,101181,0,,IGNORED,false,2026-07-08 10:06:45.570973+00,2026-07-08 10:06:45.570973+00,100,auto_ignore,,false,
4509,100818,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4510,101182,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4511,101183,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4512,100251,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4513,100252,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4514,100243,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4515,100244,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4516,100249,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4517,100250,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4518,100247,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4519,100248,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4520,100898,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4521,100255,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4522,100257,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4523,100253,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4524,100258,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4525,100259,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4526,100815,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4527,100816,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4528,101526,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4529,100612,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4530,100964,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
4531,101030,0,,IGNORED,false,2026-07-08 10:06:46.023549+00,2026-07-08 10:06:46.023549+00,100,auto_ignore,,false,
